Car Brand,Model,Year,Mileage,Fuel Type,Engine Size,Transmission,Body Type,Color,Owner History,Price,Age
mercedes,model c,2003,41767,petrol,3.1,automatic,suv,blue,third owner,16580.45,20
chevrolet,model d,2018,196696,electric,1.9,cvt,suv,black,third owner,17063.62,5
toyota,model a,2006,37275,petrol,4.1,manual,truck,red,first owner,10189.09,17
kia,model e,2009,214293,diesel,1.0,cvt,suv,red,third owner,10719.77,14
ford,model b,2005,228377,electric,1.1,manual,suv,gray,second owner,10685.46,18
ford,model d,2018,114980,diesel,3.8,automatic,coupe,black,first owner,17489.0,5
hyundai,model a,2011,20116,electric,1.3,automatic,suv,blue,second owner,16564.49,12
mercedes,model a,2022,257142,petrol,1.3,cvt,suv,red,second owner,21402.03,1
honda,model b,2004,194708,electric,2.4,automatic,sedan,blue,third owner,11911.77,19
honda,model b,2018,190939,petrol,1.3,manual,truck,gray,first owner,13161.42,5
honda,model e,2018,10016,hybrid,2.4,automatic,suv,blue,third owner,19283.16,5
toyota,model a,2008,220561,diesel,4.9,cvt,truck,black,third owner,11106.4,15
ford,model d,2018,259929,diesel,4.0,cvt,hatchback,black,third owner,14951.22,5
kia,model a,2011,37786,petrol,2.2,cvt,hatchback,blue,first owner,14838.73,12
hyundai,model d,2005,248952,electric,4.2,automatic,truck,black,first owner,10971.45,18
toyota,model a,2022,247179,diesel,3.9,cvt,coupe,gray,second owner,17302.21,1
bmw,model b,2023,125144,electric,4.7,automatic,coupe,gray,third owner,26762.48,0
kia,model e,2008,148187,petrol,4.7,manual,sedan,gray,second owner,12562.14,15
hyundai,model b,2019,60677,hybrid,4.4,automatic,truck,red,first owner,19057.54,4
ford,model a,2000,276702,electric,3.3,cvt,sedan,white,first owner,10454.54,23
mercedes,model d,2013,236579,electric,3.2,cvt,sedan,white,first owner,20476.66,10
ford,model d,2005,99007,electric,3.8,manual,sedan,black,second owner,15484.73,18
nissan,model b,2012,280911,petrol,2.3,manual,hatchback,gray,second owner,11125.7,11
toyota,model e,2001,141979,electric,1.9,automatic,sedan,white,first owner,12296.99,22
kia,model e,2022,83303,petrol,4.4,cvt,truck,red,second owner,18868.35,1
nissan,model c,2007,141155,hybrid,2.3,automatic,hatchback,gray,second owner,11298.49,16
kia,model b,2015,84548,diesel,2.3,manual,sedan,black,third owner,16340.13,8
toyota,model b,2019,248902,diesel,3.1,automatic,sedan,white,first owner,16093.24,4
honda,model e,2014,48890,electric,1.9,cvt,hatchback,black,first owner,18682.06,9
chevrolet,model a,2000,112837,hybrid,4.7,manual,sedan,blue,third owner,6850.66,23
volkswagen,model d,2002,187935,hybrid,4.2,manual,hatchback,red,third owner,7531.1,21
volkswagen,model d,2016,32335,petrol,4.4,manual,truck,white,first owner,14902.91,7
hyundai,model a,2000,180681,diesel,5.0,cvt,truck,white,first owner,5348.51,23
kia,model b,2021,64964,diesel,4.2,automatic,coupe,white,first owner,19022.57,2
honda,model b,2006,117233,electric,1.6,automatic,sedan,black,third owner,14862.54,17
chevrolet,model b,2000,265106,hybrid,4.9,manual,coupe,black,first owner,6567.42,23
volkswagen,model e,2020,84518,petrol,4.3,manual,coupe,white,first owner,17422.73,3
nissan,model b,2009,85003,hybrid,4.8,manual,sedan,white,first owner,14403.21,14
nissan,model b,2010,293324,electric,3.7,cvt,hatchback,black,second owner,11955.21,13
mercedes,model c,2022,51241,hybrid,1.4,automatic,sedan,gray,first owner,23204.42,1
honda,model c,2021,274045,hybrid,4.7,manual,hatchback,red,third owner,16201.22,2
bmw,model b,2015,195095,diesel,4.3,cvt,suv,red,second owner,17443.01,8
mercedes,model c,2001,119822,hybrid,4.9,automatic,sedan,gray,first owner,15956.06,22
mercedes,model a,2002,24409,diesel,3.6,automatic,coupe,black,third owner,13217.07,21
kia,model a,2010,240797,petrol,4.7,cvt,coupe,red,second owner,10268.97,13
chevrolet,model e,2003,203988,petrol,1.2,cvt,sedan,gray,third owner,7875.9,20
kia,model c,2018,190782,petrol,1.7,automatic,coupe,gray,third owner,12531.72,5
ford,model a,2013,296611,hybrid,4.5,automatic,truck,white,third owner,10019.65,10
honda,model a,2011,272591,petrol,2.3,automatic,sedan,black,first owner,12637.32,12
volkswagen,model b,2019,128149,hybrid,1.1,cvt,suv,black,second owner,18669.5,4
nissan,model b,2014,181071,hybrid,2.9,automatic,hatchback,white,first owner,14270.68,9
toyota,model a,2005,194404,electric,1.7,cvt,hatchback,black,first owner,9788.32,18
volkswagen,model c,2020,13963,hybrid,4.1,manual,hatchback,black,first owner,16719.77,3
mercedes,model b,2001,73605,electric,3.5,manual,coupe,red,second owner,15001.8,22
kia,model e,2016,259907,electric,4.7,cvt,hatchback,gray,third owner,15871.74,7
toyota,model d,2015,76160,hybrid,3.5,cvt,sedan,red,third owner,15596.55,8
bmw,model b,2023,70768,petrol,1.5,automatic,suv,blue,second owner,26941.63,0
chevrolet,model c,2013,106974,hybrid,1.7,automatic,coupe,white,second owner,14303.4,10
honda,model d,2015,78067,hybrid,2.3,automatic,sedan,blue,third owner,15822.71,8
nissan,model d,2019,29851,hybrid,3.3,manual,suv,black,second owner,18184.21,4
toyota,model d,2011,259026,diesel,2.3,manual,hatchback,white,third owner,12144.18,12
nissan,model a,2000,251686,petrol,1.0,cvt,sedan,gray,first owner,6269.86,23
honda,model c,2021,93910,petrol,4.9,manual,sedan,black,first owner,20826.23,2
mercedes,model e,2023,172666,hybrid,3.0,automatic,coupe,gray,first owner,21004.82,0
honda,model b,2013,42118,petrol,1.7,cvt,coupe,white,first owner,14656.75,10
volkswagen,model b,2013,206822,diesel,3.5,automatic,truck,blue,second owner,11641.93,10
hyundai,model e,2004,36819,electric,3.1,manual,truck,blue,first owner,13355.75,19
mercedes,model e,2011,37918,hybrid,2.9,automatic,truck,red,third owner,19348.44,12
chevrolet,model b,2018,194282,electric,1.1,cvt,truck,black,third owner,17733.46,5
honda,model d,2007,278146,electric,4.8,automatic,suv,black,first owner,11575.78,16
chevrolet,model c,2020,219090,hybrid,4.7,manual,coupe,black,second owner,17019.0,3
nissan,model e,2017,251332,petrol,4.5,manual,coupe,red,first owner,14851.03,6
nissan,model b,2017,126575,electric,1.4,automatic,sedan,red,third owner,18990.7,6
bmw,model e,2001,264777,petrol,2.3,automatic,hatchback,blue,third owner,10011.84,22
kia,model d,2011,68855,petrol,1.7,cvt,sedan,blue,first owner,13879.68,12
chevrolet,model b,2014,5048,electric,4.6,cvt,coupe,white,third owner,19871.25,9
chevrolet,model c,2009,137757,electric,1.3,manual,truck,white,second owner,16622.76,14
hyundai,model c,2010,270547,electric,1.7,automatic,truck,black,third owner,15165.87,13
honda,model e,2013,99041,diesel,2.0,automatic,hatchback,black,second owner,14479.81,10
ford,model a,2008,42618,petrol,2.6,cvt,coupe,blue,second owner,14241.34,15
mercedes,model a,2007,128587,diesel,2.7,automatic,coupe,red,second owner,16774.91,16
kia,model a,2005,269638,hybrid,1.1,cvt,sedan,blue,second owner,7154.3,18
mercedes,model e,2023,275702,diesel,3.8,automatic,suv,gray,third owner,21742.56,0
toyota,model b,2020,85192,hybrid,4.1,cvt,truck,white,first owner,16834.0,3
chevrolet,model c,2018,75490,hybrid,2.1,manual,sedan,blue,third owner,18918.01,5
volkswagen,model a,2003,262672,electric,1.6,cvt,truck,red,third owner,10592.81,20
volkswagen,model b,2022,207699,petrol,4.1,cvt,hatchback,white,first owner,17154.9,1
mercedes,model a,2022,258577,electric,3.9,automatic,hatchback,gray,third owner,22653.05,1
chevrolet,model a,2023,221790,hybrid,1.9,manual,hatchback,gray,second owner,15472.84,0
volkswagen,model d,2022,240510,electric,4.7,manual,suv,black,second owner,17913.74,1
nissan,model b,2002,119572,diesel,4.5,cvt,truck,red,second owner,9907.13,21
nissan,model e,2003,184334,hybrid,2.5,cvt,sedan,black,second owner,6965.49,20
ford,model a,2009,217200,petrol,3.4,manual,sedan,white,third owner,9405.12,14
bmw,model b,2020,169020,electric,4.9,automatic,sedan,blue,third owner,24374.2,3
hyundai,model e,2008,278976,hybrid,3.7,manual,suv,red,first owner,10505.44,15
bmw,model d,2018,28642,hybrid,1.1,cvt,coupe,white,third owner,21983.49,5
honda,model c,2021,134491,diesel,4.7,cvt,hatchback,white,third owner,17288.98,2
hyundai,model d,2010,22121,hybrid,4.6,automatic,suv,black,second owner,15356.26,13
ford,model e,2012,131454,electric,1.7,cvt,hatchback,black,first owner,17535.67,11
bmw,model b,2016,93650,electric,4.8,cvt,coupe,red,third owner,23535.46,7
ford,model c,2001,255509,diesel,1.1,manual,suv,blue,first owner,4644.24,22
toyota,model b,2014,285203,diesel,3.9,automatic,hatchback,blue,third owner,11047.77,9
nissan,model d,2013,225501,electric,4.8,manual,truck,white,first owner,14723.92,10
bmw,model e,2006,226377,diesel,1.7,manual,coupe,black,first owner,11898.95,17
hyundai,model c,2022,252169,diesel,4.0,automatic,suv,gray,third owner,18032.66,1
mercedes,model e,2023,11363,petrol,3.2,cvt,sedan,black,second owner,24269.69,0
ford,model c,2017,72212,petrol,2.6,cvt,coupe,gray,third owner,16013.58,6
hyundai,model d,2014,186884,electric,1.7,automatic,truck,black,first owner,16184.81,9
mercedes,model a,2015,131860,electric,3.7,cvt,suv,blue,third owner,22367.88,8
toyota,model e,2004,224980,petrol,3.8,cvt,coupe,red,first owner,5748.97,19
chevrolet,model d,2016,156282,hybrid,1.4,manual,hatchback,white,second owner,14594.7,7
nissan,model d,2021,42061,electric,2.6,cvt,coupe,black,first owner,20974.22,2
chevrolet,model b,2014,23300,hybrid,2.9,manual,truck,blue,second owner,14219.69,9
kia,model e,2018,182689,electric,4.2,cvt,truck,blue,second owner,17838.14,5
mercedes,model e,2004,117935,petrol,1.6,manual,suv,blue,first owner,15311.32,19
bmw,model a,2011,182925,diesel,4.5,cvt,hatchback,blue,first owner,16810.28,12
mercedes,model c,2010,14980,petrol,3.6,automatic,truck,red,third owner,19294.26,13
toyota,model b,2018,115288,petrol,1.3,automatic,sedan,red,second owner,16353.71,5
nissan,model d,2006,244586,diesel,1.1,automatic,coupe,red,third owner,6501.73,17
toyota,model a,2018,201978,hybrid,3.8,automatic,truck,gray,second owner,16285.17,5
honda,model d,2017,86452,petrol,4.9,cvt,coupe,gray,second owner,17700.73,6
honda,model a,2011,91006,electric,4.4,manual,sedan,gray,second owner,18497.9,12
mercedes,model e,2000,38327,petrol,1.2,manual,sedan,white,second owner,11912.02,23
toyota,model d,2023,274269,hybrid,1.2,manual,hatchback,white,second owner,18562.78,0
hyundai,model b,2012,234254,diesel,1.0,automatic,coupe,gray,third owner,12519.39,11
honda,model a,2008,248335,petrol,3.3,manual,coupe,red,third owner,9574.65,15
toyota,model d,2018,30755,electric,4.2,manual,sedan,gray,third owner,19589.83,5
volkswagen,model a,2014,140411,diesel,2.1,automatic,suv,white,first owner,14303.8,9
bmw,model d,2012,23203,electric,2.8,automatic,truck,black,first owner,23680.11,11
ford,model d,2004,137499,diesel,3.6,cvt,hatchback,red,third owner,10837.61,19
mercedes,model b,2020,128443,petrol,4.9,manual,truck,blue,first owner,24536.95,3
mercedes,model b,2019,93889,petrol,2.5,manual,truck,white,second owner,22360.83,4
honda,model d,2021,136428,diesel,3.1,automatic,sedan,red,first owner,20900.36,2
nissan,model d,2002,159155,petrol,2.4,manual,truck,red,first owner,7503.92,21
bmw,model c,2005,227757,petrol,1.9,automatic,suv,white,third owner,14232.02,18
chevrolet,model a,2022,120957,electric,5.0,automatic,suv,white,third owner,23185.43,1
toyota,model c,2017,81207,petrol,4.1,manual,truck,gray,second owner,18816.32,6
hyundai,model a,2015,77539,petrol,4.2,manual,suv,blue,first owner,16023.34,8
nissan,model e,2005,151652,diesel,4.0,manual,hatchback,white,first owner,8124.3,18
honda,model d,2004,241381,hybrid,4.6,manual,suv,gray,first owner,6757.61,19
honda,model d,2014,114049,electric,2.2,cvt,truck,white,third owner,18327.97,9
chevrolet,model c,2002,42454,electric,4.2,manual,suv,blue,first owner,14199.42,21
kia,model b,2012,43551,petrol,3.3,cvt,hatchback,black,second owner,15143.61,11
bmw,model c,2017,178548,hybrid,2.5,manual,suv,white,third owner,17946.75,6
kia,model c,2008,50452,hybrid,1.9,cvt,sedan,blue,third owner,12493.99,15
ford,model a,2012,31339,hybrid,2.1,manual,truck,white,third owner,14105.39,11
toyota,model d,2004,165264,electric,2.6,cvt,sedan,gray,first owner,11801.86,19
mercedes,model b,2023,282167,hybrid,1.4,automatic,hatchback,red,second owner,21212.86,0
ford,model c,2019,238506,hybrid,2.3,manual,truck,gray,first owner,16936.89,4
nissan,model e,2020,291849,diesel,4.1,cvt,truck,gray,third owner,16719.16,3
honda,model c,2023,239682,hybrid,2.1,manual,truck,white,second owner,15243.63,0
toyota,model a,2005,223727,diesel,3.8,cvt,truck,blue,third owner,6431.91,18
bmw,model a,2021,161084,hybrid,1.3,cvt,sedan,red,second owner,21051.97,2
mercedes,model e,2009,274304,petrol,4.6,automatic,suv,gray,second owner,13116.99,14
kia,model b,2001,157867,electric,3.0,manual,sedan,white,third owner,8813.52,22
chevrolet,model a,2019,212477,petrol,2.7,cvt,hatchback,red,third owner,16493.52,4
ford,model c,2023,167820,hybrid,1.6,automatic,coupe,black,first owner,17698.84,0
bmw,model b,2022,186122,diesel,1.4,automatic,sedan,red,third owner,21729.52,1
toyota,model d,2014,47965,hybrid,4.5,manual,truck,gray,second owner,16986.46,9
volkswagen,model e,2011,153611,petrol,5.0,automatic,coupe,red,third owner,11315.69,12
volkswagen,model e,2013,205563,petrol,4.7,automatic,truck,gray,second owner,12008.25,10
bmw,model b,2016,252652,diesel,1.5,cvt,truck,white,second owner,18463.9,7
chevrolet,model c,2014,257886,diesel,2.4,manual,truck,gray,third owner,11542.9,9
bmw,model b,2002,279161,electric,2.0,manual,sedan,black,first owner,13826.02,21
hyundai,model b,2000,75228,petrol,2.9,automatic,hatchback,red,third owner,8823.4,23
mercedes,model e,2017,72697,hybrid,3.0,cvt,hatchback,red,first owner,23916.74,6
ford,model b,2020,247340,electric,4.1,cvt,coupe,black,first owner,18333.5,3
ford,model a,2023,136140,diesel,4.8,cvt,truck,red,second owner,21939.4,0
ford,model c,2010,220042,diesel,2.1,automatic,truck,black,first owner,9728.47,13
volkswagen,model e,2019,58544,diesel,1.6,automatic,suv,white,second owner,17032.8,4
ford,model d,2016,206713,diesel,2.6,automatic,coupe,gray,third owner,14029.52,7
volkswagen,model b,2000,122345,electric,2.8,cvt,hatchback,white,second owner,9742.6,23
chevrolet,model b,2008,86581,hybrid,2.2,manual,sedan,black,third owner,11219.44,15
ford,model b,2017,176006,hybrid,1.4,manual,coupe,black,second owner,12983.31,6
hyundai,model b,2012,165853,electric,3.2,cvt,coupe,red,second owner,15805.98,11
toyota,model b,2022,163247,hybrid,2.8,cvt,truck,white,third owner,17047.85,1
chevrolet,model e,2011,193393,hybrid,1.7,automatic,sedan,red,third owner,12143.78,12
ford,model b,2019,102087,petrol,2.9,automatic,truck,gray,first owner,16727.63,4
bmw,model e,2017,260759,electric,4.2,automatic,coupe,blue,first owner,22014.66,6
ford,model e,2013,241198,electric,2.0,manual,coupe,blue,first owner,14757.47,10
chevrolet,model e,2003,72022,petrol,3.5,cvt,sedan,red,third owner,10075.42,20
nissan,model c,2008,58865,hybrid,1.6,cvt,truck,blue,first owner,11349.26,15
nissan,model e,2015,56465,diesel,4.4,automatic,sedan,gray,third owner,15910.07,8
nissan,model b,2005,255721,diesel,1.9,manual,hatchback,red,third owner,8036.84,18
volkswagen,model d,2006,243026,hybrid,4.8,cvt,coupe,black,third owner,7232.69,17
honda,model d,2003,137519,electric,1.6,automatic,suv,white,third owner,13804.21,20
kia,model d,2014,206024,hybrid,2.5,cvt,coupe,blue,third owner,14189.77,9
ford,model b,2021,89147,electric,4.4,automatic,truck,white,second owner,23157.08,2
ford,model a,2019,179870,electric,4.0,automatic,truck,red,first owner,18386.1,4
toyota,model e,2001,163842,hybrid,3.9,cvt,sedan,red,first owner,5315.78,22
ford,model b,2002,271909,electric,2.3,automatic,truck,black,second owner,11235.61,21
kia,model a,2004,230639,electric,3.8,automatic,hatchback,gray,first owner,8685.78,19
honda,model b,2005,250145,electric,2.0,cvt,hatchback,white,second owner,12345.22,18
mercedes,model d,2005,78573,hybrid,1.4,cvt,suv,white,third owner,16587.75,18
chevrolet,model b,2022,56152,diesel,4.2,automatic,coupe,red,second owner,20199.95,1
toyota,model d,2017,282511,petrol,2.9,cvt,suv,gray,third owner,15954.47,6
hyundai,model c,2012,36911,petrol,2.8,automatic,sedan,white,first owner,14855.93,11
honda,model a,2004,50342,hybrid,4.7,manual,truck,blue,first owner,9187.85,19
chevrolet,model d,2009,95326,petrol,4.4,cvt,sedan,black,second owner,11668.34,14
chevrolet,model a,2017,170338,electric,4.6,manual,hatchback,black,third owner,18493.35,6
toyota,model e,2012,118243,hybrid,2.1,manual,hatchback,black,third owner,13022.53,11
ford,model e,2013,115553,electric,2.1,automatic,sedan,white,first owner,17420.48,10
ford,model e,2009,59415,petrol,4.4,manual,hatchback,gray,second owner,13897.08,14
honda,model b,2022,234458,electric,1.6,manual,suv,red,third owner,19183.82,1
mercedes,model e,2012,34295,hybrid,5.0,cvt,suv,white,first owner,17997.4,11
chevrolet,model d,2009,177641,hybrid,2.7,automatic,hatchback,blue,third owner,11186.8,14
nissan,model e,2019,62641,electric,4.9,manual,sedan,gray,third owner,19237.56,4
nissan,model c,2011,70580,petrol,1.4,manual,truck,blue,first owner,13565.59,12
nissan,model b,2004,139832,electric,5.0,cvt,hatchback,red,first owner,15221.09,19
ford,model d,2017,79544,hybrid,3.1,automatic,hatchback,gray,first owner,16182.45,6
toyota,model d,2011,88705,petrol,2.0,cvt,suv,blue,first owner,14954.13,12
volkswagen,model a,2004,149918,petrol,3.4,manual,sedan,blue,third owner,8921.62,19
chevrolet,model e,2011,297057,diesel,2.4,manual,hatchback,black,first owner,10096.8,12
kia,model a,2011,172338,hybrid,3.6,manual,sedan,white,second owner,11583.85,12
kia,model a,2001,24346,hybrid,1.1,cvt,hatchback,white,first owner,8245.49,22
toyota,model a,2011,148824,petrol,4.3,manual,hatchback,gray,third owner,12662.03,12
nissan,model d,2009,69835,hybrid,4.4,manual,coupe,white,first owner,11132.02,14
nissan,model d,2022,127269,hybrid,2.7,manual,hatchback,gray,second owner,19983.16,1
volkswagen,model b,2011,169381,electric,4.2,cvt,sedan,gray,first owner,12450.31,12
bmw,model c,2003,26735,electric,2.7,automatic,sedan,blue,third owner,19761.45,20
bmw,model d,2016,199131,electric,2.3,cvt,suv,red,third owner,23449.22,7
kia,model b,2015,183193,diesel,2.0,automatic,sedan,white,second owner,12912.29,8
kia,model a,2001,229569,hybrid,4.9,cvt,hatchback,gray,third owner,4321.29,22
bmw,model a,2019,60854,hybrid,4.0,automatic,sedan,gray,second owner,21706.55,4
chevrolet,model b,2019,187187,hybrid,3.4,cvt,suv,gray,second owner,16375.21,4
mercedes,model a,2022,102099,diesel,2.8,manual,truck,blue,second owner,23657.22,1
ford,model d,2007,298620,hybrid,3.5,manual,sedan,black,first owner,8628.0,16
bmw,model c,2005,45496,hybrid,1.9,cvt,coupe,gray,first owner,14726.66,18
kia,model b,2023,30161,electric,3.5,manual,suv,red,third owner,24758.88,0
honda,model c,2014,11730,diesel,1.9,cvt,truck,gray,third owner,14270.59,9
ford,model a,2021,70264,diesel,3.3,manual,hatchback,black,third owner,19153.43,2
honda,model b,2018,103035,petrol,3.9,cvt,truck,white,third owner,19268.47,5
hyundai,model e,2008,240975,hybrid,1.0,cvt,truck,black,first owner,7861.48,15
hyundai,model e,2002,93416,electric,1.7,cvt,hatchback,black,second owner,12331.06,21
kia,model b,2016,52371,diesel,2.1,cvt,hatchback,blue,first owner,16970.62,7
hyundai,model c,2005,135543,diesel,1.4,automatic,suv,white,first owner,9597.7,18
nissan,model b,2008,108555,petrol,2.1,manual,coupe,gray,second owner,13432.02,15
honda,model d,2011,132148,hybrid,1.2,manual,coupe,blue,second owner,12173.57,12
volkswagen,model e,2000,257555,diesel,3.9,automatic,coupe,gray,third owner,5606.99,23
kia,model b,2006,50158,petrol,2.9,manual,coupe,red,second owner,10182.03,17
hyundai,model a,2020,134842,hybrid,1.3,automatic,coupe,white,third owner,19001.33,3
hyundai,model e,2019,42373,electric,2.8,cvt,coupe,white,second owner,21448.34,4
hyundai,model e,2017,27556,diesel,4.2,manual,sedan,black,third owner,16976.47,6
chevrolet,model c,2008,67787,petrol,3.8,cvt,hatchback,red,third owner,10749.95,15
honda,model a,2016,257680,petrol,1.6,cvt,sedan,black,third owner,13324.29,7
mercedes,model e,2018,212047,hybrid,3.1,cvt,suv,white,first owner,20299.09,5
bmw,model d,2007,65357,diesel,3.4,cvt,suv,gray,second owner,16425.96,16
ford,model d,2022,152106,petrol,3.3,automatic,sedan,blue,first owner,14723.5,1
ford,model d,2018,80279,petrol,4.1,manual,suv,gray,third owner,16847.72,5
bmw,model b,2013,242980,diesel,1.6,cvt,truck,blue,third owner,17690.05,10
mercedes,model a,2008,140340,hybrid,3.1,automatic,truck,white,second owner,15652.07,15
honda,model d,2018,155567,petrol,4.2,automatic,truck,white,second owner,13809.22,5
ford,model d,2018,61999,diesel,4.7,automatic,hatchback,black,second owner,18505.95,5
chevrolet,model e,2013,121591,diesel,4.1,cvt,suv,white,second owner,13928.11,10
ford,model e,2017,165016,electric,3.5,cvt,coupe,blue,first owner,15453.0,6
hyundai,model b,2007,149214,hybrid,2.4,manual,sedan,red,first owner,12754.27,16
ford,model a,2001,228631,petrol,2.7,automatic,hatchback,blue,second owner,6034.34,22
bmw,model e,2023,211772,diesel,1.2,automatic,coupe,white,second owner,22383.22,0
toyota,model c,2011,163627,hybrid,2.9,automatic,sedan,white,first owner,9374.85,12
chevrolet,model e,2000,284160,hybrid,1.4,manual,sedan,white,first owner,5765.45,23
ford,model e,2022,235304,electric,4.2,manual,sedan,red,second owner,20893.93,1
bmw,model b,2002,57903,diesel,4.5,cvt,coupe,gray,first owner,12609.2,21
kia,model b,2023,120461,diesel,2.2,manual,coupe,red,third owner,21969.82,0
bmw,model a,2010,288624,electric,1.8,automatic,hatchback,blue,second owner,17233.78,13
chevrolet,model e,2011,88177,hybrid,2.7,cvt,coupe,red,third owner,15303.45,12
toyota,model e,2013,71095,hybrid,3.0,cvt,coupe,gray,first owner,14590.08,10
honda,model d,2013,55108,electric,1.0,manual,suv,red,second owner,17879.05,10
nissan,model b,2005,279089,petrol,4.0,manual,suv,red,first owner,9723.62,18
kia,model b,2011,24604,diesel,4.2,cvt,suv,white,third owner,14607.88,12
mercedes,model b,2020,67013,electric,4.0,manual,suv,black,second owner,27249.8,3
toyota,model b,2019,153886,petrol,3.3,automatic,truck,gray,first owner,14816.35,4
honda,model d,2020,84221,diesel,2.8,manual,suv,gray,second owner,18510.31,3
honda,model a,2004,216003,electric,2.4,manual,suv,white,first owner,9587.86,19
ford,model a,2013,263789,petrol,3.5,manual,hatchback,white,third owner,12638.33,10
chevrolet,model e,2015,16877,hybrid,4.4,manual,coupe,gray,first owner,17080.01,8
kia,model d,2001,226445,hybrid,2.9,automatic,sedan,gray,first owner,6639.9,22
volkswagen,model b,2005,11580,diesel,1.9,cvt,truck,white,first owner,10728.58,18
hyundai,model b,2020,121702,petrol,2.6,manual,suv,white,first owner,20222.74,3
toyota,model d,2003,141998,electric,3.9,manual,truck,black,third owner,14480.15,20
hyundai,model b,2002,74588,petrol,2.8,cvt,suv,gray,first owner,10070.32,21
volkswagen,model b,2005,271926,hybrid,3.0,cvt,sedan,white,third owner,8177.1,18
mercedes,model c,2017,171376,electric,4.7,cvt,sedan,blue,second owner,23395.48,6
ford,model b,2012,263442,electric,2.4,manual,suv,black,third owner,14548.52,11
nissan,model a,2008,297858,electric,4.8,manual,hatchback,gray,third owner,12118.44,15
ford,model a,2011,75211,hybrid,2.9,manual,suv,red,first owner,14955.37,12
mercedes,model a,2015,122527,electric,4.0,cvt,coupe,gray,third owner,25237.79,8
mercedes,model a,2008,89727,petrol,1.7,automatic,suv,red,second owner,15572.63,15
bmw,model a,2022,183606,diesel,4.5,manual,coupe,black,third owner,23129.15,1
ford,model d,2000,274066,diesel,3.9,manual,sedan,red,first owner,6821.81,23
hyundai,model a,2000,11115,petrol,4.9,automatic,hatchback,red,second owner,7700.12,23
bmw,model b,2014,250907,diesel,3.5,cvt,sedan,gray,first owner,17903.96,9
toyota,model e,2020,184373,electric,2.3,automatic,hatchback,red,third owner,18506.68,3
chevrolet,model b,2000,81470,petrol,2.4,cvt,suv,gray,second owner,8104.91,23
bmw,model b,2000,68761,petrol,1.5,manual,sedan,blue,second owner,14297.27,23
kia,model e,2023,119290,diesel,4.3,automatic,coupe,white,third owner,19076.22,0
kia,model c,2007,24884,diesel,4.0,manual,sedan,black,second owner,12902.58,16
mercedes,model d,2015,185579,diesel,1.4,manual,coupe,red,first owner,17630.28,8
nissan,model c,2010,246366,electric,4.6,cvt,coupe,gray,second owner,12421.71,13
bmw,model d,2002,140289,hybrid,4.3,cvt,suv,red,third owner,13559.23,21
nissan,model a,2014,297596,hybrid,4.1,automatic,coupe,black,first owner,10890.98,9
volkswagen,model a,2011,192135,hybrid,4.1,cvt,suv,black,second owner,11011.94,12
kia,model b,2023,76282,electric,3.3,manual,sedan,gray,first owner,22798.5,0
honda,model a,2006,26690,petrol,4.5,manual,hatchback,gray,third owner,11761.26,17
chevrolet,model e,2009,251444,hybrid,2.5,manual,sedan,black,third owner,10853.78,14
chevrolet,model d,2002,207836,hybrid,4.6,cvt,suv,red,first owner,8351.93,21
hyundai,model a,2015,120778,petrol,3.4,cvt,sedan,black,third owner,16541.41,8
nissan,model d,2002,253979,electric,4.0,manual,sedan,blue,first owner,8847.38,21
honda,model a,2005,130685,electric,3.3,cvt,truck,gray,third owner,14412.49,18
ford,model b,2009,29881,petrol,2.1,automatic,coupe,red,third owner,14960.81,14
mercedes,model e,2018,34116,electric,1.1,cvt,suv,blue,third owner,23651.67,5
kia,model a,2019,108427,petrol,4.8,cvt,suv,gray,second owner,16779.74,4
kia,model b,2003,250520,petrol,4.7,manual,coupe,white,first owner,6107.32,20
bmw,model c,2017,190249,hybrid,4.4,manual,coupe,black,first owner,20781.61,6
volkswagen,model d,2016,211387,hybrid,1.3,automatic,hatchback,blue,third owner,14895.43,7
nissan,model c,2016,159968,diesel,2.6,cvt,coupe,black,first owner,15274.27,7
chevrolet,model a,2017,254996,hybrid,3.6,automatic,coupe,black,first owner,13000.64,6
volkswagen,model c,2012,16559,hybrid,4.6,manual,sedan,blue,third owner,15423.85,11
nissan,model a,2016,288675,electric,1.3,automatic,coupe,blue,second owner,15344.75,7
toyota,model e,2018,256403,diesel,3.1,cvt,truck,red,third owner,13865.24,5
volkswagen,model b,2007,277069,diesel,4.9,automatic,hatchback,gray,first owner,8998.42,16
toyota,model b,2016,102037,hybrid,4.4,cvt,suv,gray,first owner,17665.93,7
kia,model a,2018,105828,petrol,2.1,automatic,coupe,gray,first owner,17236.25,5
hyundai,model a,2013,260963,hybrid,4.5,manual,coupe,gray,second owner,10084.54,10
honda,model a,2020,218428,diesel,3.7,automatic,hatchback,black,first owner,13561.42,3
bmw,model b,2012,28517,diesel,3.3,cvt,truck,red,second owner,19837.84,11
kia,model e,2016,259139,diesel,1.4,manual,coupe,blue,third owner,12912.93,7
mercedes,model c,2008,190681,hybrid,3.6,manual,sedan,gray,first owner,14091.51,15
volkswagen,model a,2007,31701,diesel,3.6,automatic,sedan,gray,second owner,13315.01,16
kia,model b,2017,168209,diesel,3.8,cvt,coupe,black,third owner,12931.67,6
toyota,model b,2000,41736,hybrid,2.1,cvt,truck,gray,second owner,9062.83,23
bmw,model b,2009,262636,hybrid,4.2,manual,sedan,blue,first owner,14734.12,14
