Make,Model,Year,Mileage,Fuel_Type,Engine_Size,Transmission,Body_Type,Color,Owner_History,Price,Age
toyota,model a,-0.940936823993087,-1.557177805950216,electric,1.3214380494478781,manual,suv,blue,third owner,12582.03,0.9409368239930741
nissan,model d,-0.07570756055117998,-0.45750615882154166,hybrid,0.022812521769549583,automatic,suv,white,second owner,13832.4,0.07570756055116692
chevrolet,model d,-0.07570756055117998,-1.0287426351309672,electric,-0.7563627948374475,cvt,truck,red,first owner,18915.4,0.07570756055116692
mercedes,model d,-1.5177563329543584,0.6708030191671339,electric,-1.275813005908779,manual,suv,gray,first owner,13379.58,1.5177563329543455
kia,model c,1.0779314573713628,-1.5912996266501842,diesel,0.4556876976623258,cvt,hatchback,red,second owner,19820.36,-1.0779314573713759
volkswagen,model c,-1.5177563329543584,-1.3021821731301881,hybrid,-1.3623880410873344,cvt,hatchback,white,third owner,7701.42,1.5177563329543455
ford,model b,0.06849731668913786,0.1672975223813,petrol,-0.06376251340900574,automatic,truck,gray,second owner,10855.24,-0.06849731668915093
chevrolet,model c,-1.0851417012334048,1.6983800996386775,hybrid,-1.275813005908779,manual,hatchback,red,second owner,8774.02,1.085141701233392
ford,model d,-0.6525270695124513,1.5485993751614937,hybrid,-0.236912583766116,automatic,suv,black,second owner,7997.0,0.6525270695124383
bmw,model c,-1.0851417012334048,0.3828062683535659,diesel,1.7543132253406544,cvt,suv,blue,third owner,13081.6,1.085141701233392
honda,model d,1.2221363346116805,-0.8320831548912833,diesel,-0.15033754858756104,manual,suv,gray,second owner,18510.31,-1.2221363346116938
ford,model a,0.2127021939294557,-1.278921630787198,electric,1.1482879790907676,manual,truck,red,second owner,16951.3,-0.2127021939294688
kia,model d,-0.7967319467527691,1.3629680864478304,electric,-0.7563627948374475,cvt,hatchback,black,first owner,10455.92,0.7967319467527562
volkswagen,model c,0.06849731668913786,-0.4465971909876944,diesel,-0.15033754858756104,cvt,hatchback,gray,first owner,15396.14,-0.06849731668915093
toyota,model c,0.06849731668913786,-1.6962283981318125,petrol,-1.1892379707302236,cvt,coupe,blue,first owner,14656.09,-0.06849731668915093
honda,model c,0.9337265801310449,-0.9982332923038468,hybrid,-0.4100626541232266,manual,truck,red,first owner,18459.49,-0.933726580131058
nissan,model d,-1.5177563329543584,0.013999698985006869,electric,-0.7563627948374475,manual,sedan,red,third owner,10741.27,1.5177563329543455
honda,model d,-0.940936823993087,-0.8413945252500098,hybrid,-0.4966376893017819,automatic,hatchback,black,first owner,12584.19,0.9409368239930741
honda,model b,1.2221363346116805,0.8802313568385669,petrol,1.1482879790907676,manual,truck,black,first owner,15268.8,-1.2221363346116938
chevrolet,model e,-1.2293465784737228,0.595823239159412,petrol,-1.5355381114444449,cvt,sedan,gray,third owner,7875.9,1.2293465784737099
honda,model a,0.06849731668913786,-0.45319026116487204,diesel,-0.7563627948374475,manual,truck,blue,first owner,13208.55,-0.06849731668915093
chevrolet,model d,-1.6619612101946761,0.39279721375767956,diesel,-1.1892379707302236,manual,suv,blue,first owner,6914.45,1.6619612101946633
volkswagen,model d,-1.2293465784737228,-0.11830283221958676,electric,-1.5355381114444449,cvt,coupe,red,third owner,11912.13,1.2293465784737099
honda,model b,0.7895217028907271,-1.2190474925778199,diesel,-1.7086881818015554,manual,coupe,blue,third owner,16024.58,-0.7895217028907402
honda,model e,0.35690707116977355,-1.2533123817083958,electric,-0.9295128651945581,cvt,hatchback,black,first owner,18682.06,-0.35690707116978665
kia,model c,0.06849731668913786,-0.17913075996635047,electric,-0.4100626541232266,automatic,sedan,gray,first owner,16290.37,-0.06849731668915093
honda,model c,-0.7967319467527691,1.3384437729678043,petrol,1.3214380494478781,automatic,hatchback,blue,second owner,6980.53,0.7967319467527562
honda,model b,-0.6525270695124513,-0.9685108258450694,electric,-1.7086881818015554,cvt,suv,blue,third owner,13505.97,0.6525270695124383
mercedes,model e,0.6453168256504092,0.2388078929467819,electric,-1.5355381114444449,manual,suv,red,second owner,22371.7,-0.6453168256504224
volkswagen,model d,-0.5083221922721335,-1.2747726462995708,hybrid,-0.4100626541232266,manual,hatchback,white,third owner,10650.01,0.5083221922721205
chevrolet,model e,0.6453168256504092,-0.799749689573913,hybrid,0.5422627328408811,cvt,suv,gray,first owner,17018.98,-0.6453168256504224
hyundai,model a,0.7895217028907271,-1.549344809374437,diesel,0.7154128031979914,automatic,truck,gray,first owner,15161.76,-0.7895217028907402
chevrolet,model d,-1.3735514557140405,0.2616511523671659,hybrid,-0.15033754858756104,cvt,hatchback,black,second owner,8295.13,1.3735514557140276
toyota,model d,-1.0851417012334048,0.1341414135879347,electric,-0.3234876189446713,cvt,sedan,gray,first owner,11801.86,1.085141701233392
nissan,model a,-0.36411731503181566,-1.1275909983117625,hybrid,1.4945881198049888,automatic,truck,black,third owner,13396.31,0.3641173150318026
chevrolet,model c,0.7895217028907271,1.5055238551793186,diesel,-0.5832127244803372,manual,sedan,white,first owner,15488.42,-0.7895217028907402
honda,model b,0.6453168256504092,-0.35348348740042973,petrol,-0.4100626541232266,automatic,suv,white,second owner,17200.77,-0.6453168256504224
nissan,model e,1.0779314573713628,0.4711391018846855,petrol,-0.4100626541232266,automatic,suv,gray,second owner,15710.92,-1.0779314573713759
nissan,model b,-0.5083221922721335,-0.5419642223570325,petrol,-0.7563627948374475,manual,coupe,gray,second owner,13432.02,0.5083221922721205
bmw,model d,1.3663412118519984,-1.1515191933309226,petrol,-0.15033754858756104,manual,sedan,white,first owner,23662.28,-1.3663412118520115
ford,model a,0.9337265801310449,-0.03607425172773471,petrol,-0.236912583766116,automatic,sedan,blue,second owner,15331.01,-0.933726580131058
kia,model d,1.654750966332634,-1.0371240606907428,electric,1.6677381901620996,cvt,truck,red,third owner,22885.85,-1.6547509663326474
ford,model a,-1.5177563329543584,0.8896261837818146,petrol,-0.236912583766116,automatic,hatchback,blue,second owner,6034.34,1.5177563329543455
honda,model a,1.2221363346116805,0.7679822506575045,diesel,0.6288377680194365,automatic,hatchback,black,first owner,13561.42,-1.2221363346116938
honda,model a,0.35690707116977355,0.8371796815948265,diesel,-0.4966376893017819,cvt,coupe,white,third owner,13366.01,-0.35690707116978665
bmw,model c,-1.3735514557140405,-0.3384851469250419,diesel,0.1093875569481049,manual,hatchback,gray,third owner,15605.33,1.3735514557140276
honda,model d,0.7895217028907271,-0.8054843491674437,petrol,1.6677381901620996,cvt,coupe,gray,second owner,17700.73,-0.7895217028907402
nissan,model d,0.06849731668913786,1.2578843241663769,electric,0.9751379087336569,automatic,coupe,red,third owner,15993.08,-0.06849731668915093
chevrolet,model d,-1.5177563329543584,0.7308917600224237,petrol,1.1482879790907676,manual,truck,white,first owner,4659.04,1.5177563329543455
volkswagen,model d,-1.2293465784737228,1.6441094749614396,petrol,-0.9295128651945581,manual,truck,gray,third owner,6410.02,1.2293465784737099
bmw,model d,-0.6525270695124513,-0.5946849390360189,diesel,-0.8429378300160029,automatic,coupe,blue,first owner,16168.9,0.6525270695124383
mercedes,model b,1.654750966332634,-1.1542494158816887,diesel,-1.6221131466229999,manual,truck,blue,first owner,26591.8,-1.6547509663326474
nissan,model e,0.9337265801310449,0.766992694012467,electric,-1.5355381114444449,automatic,suv,black,first owner,16781.11,-0.933726580131058
honda,model a,-0.07570756055117998,-0.751189879751771,electric,1.2348630142693233,manual,sedan,gray,second owner,18497.9,0.07570756055116692
hyundai,model b,1.0779314573713628,0.33924193123348073,petrol,-1.5355381114444449,manual,coupe,gray,third owner,13126.63,-1.0779314573713759
ford,model b,0.7895217028907271,0.06047309419411798,petrol,0.022812521769549583,manual,sedan,red,first owner,14049.04,-0.7895217028907402
ford,model e,0.7895217028907271,-1.2954341121531854,diesel,-0.236912583766116,manual,hatchback,gray,third owner,15235.22,-0.7895217028907402
ford,model b,1.3663412118519984,1.0170882330841766,hybrid,-1.1892379707302236,automatic,hatchback,red,second owner,15020.06,-1.3663412118520115
volkswagen,model c,1.2221363346116805,-1.6697249713617113,hybrid,0.9751379087336569,manual,hatchback,black,first owner,16719.77,-1.2221363346116938
toyota,model d,0.35690707116977355,1.3361427557088617,hybrid,-1.3623880410873344,manual,truck,blue,second owner,14171.62,-0.35690707116978665
nissan,model b,0.6453168256504092,0.16047792718899329,hybrid,1.0617129439122126,manual,sedan,gray,second owner,11870.58,-0.6453168256504224
hyundai,model e,1.654750966332634,1.6483180712951533,petrol,-0.6697877596588921,manual,sedan,white,first owner,15222.28,-1.6547509663326474
hyundai,model a,-1.5177563329543584,1.407259688090172,petrol,-0.6697877596588921,manual,suv,black,second owner,4500.78,1.5177563329543455
kia,model a,-1.6619612101946761,-1.2889841104066155,diesel,-1.5355381114444449,automatic,hatchback,black,first owner,7920.73,1.6619612101946633
mercedes,model c,-1.6619612101946761,1.1921682250405123,hybrid,0.6288377680194365,manual,coupe,blue,third owner,10922.77,1.6619612101946633
volkswagen,model a,-0.7967319467527691,-1.2199178255306842,electric,1.1482879790907676,manual,sedan,blue,first owner,14381.1,0.7967319467527562
nissan,model c,-0.940936823993087,1.0413144873337696,petrol,-0.9295128651945581,automatic,suv,blue,first owner,6716.8,0.9409368239930741
chevrolet,model c,-0.5083221922721335,0.5566463339113004,diesel,-0.4966376893017819,automatic,coupe,black,first owner,8501.39,0.5083221922721205
kia,model e,-0.5083221922721335,-0.27611923354924395,electric,-0.7563627948374475,cvt,sedan,white,second owner,14698.24,0.5083221922721205
kia,model d,1.5105460890923161,0.44753281083439306,electric,-1.4489630762658894,manual,suv,blue,second owner,20633.98,-1.5105460890923295
bmw,model d,-1.2293465784737228,0.8136687694982725,petrol,0.7154128031979914,cvt,sedan,red,second owner,10564.65,1.2293465784737099
hyundai,model b,-0.36411731503181566,-0.31177903987824634,hybrid,1.6677381901620996,cvt,suv,black,first owner,13756.71,0.3641173150318026
mercedes,model e,0.9337265801310449,0.7409184725341894,electric,-1.0160879003731134,cvt,sedan,gray,second owner,23561.06,-0.933726580131058
kia,model e,0.6453168256504092,1.262510203422697,electric,1.4945881198049888,cvt,hatchback,gray,third owner,15871.74,-0.6453168256504224
kia,model e,-0.21991243779149783,-0.18003686002686675,diesel,-1.275813005908779,manual,hatchback,gray,second owner,12293.59,0.21991243779148478
ford,model c,-0.07570756055117998,-1.2610976888073053,petrol,1.1482879790907676,automatic,hatchback,blue,first owner,12827.92,0.07570756055116692
hyundai,model d,1.3663412118519984,-1.7060047408900143,diesel,1.3214380494478781,cvt,sedan,blue,third owner,17335.01,-1.3663412118520115
honda,model b,0.7895217028907271,0.6606809277016297,electric,0.022812521769549583,manual,coupe,blue,third owner,18981.41,-0.7895217028907402
toyota,model b,-0.07570756055117998,-0.7896752875852782,electric,-1.3623880410873344,cvt,suv,red,first owner,18041.09,0.07570756055116692
kia,model d,-0.36411731503181566,0.7709628429618344,petrol,-1.3623880410873344,automatic,truck,white,second owner,8300.72,0.3641173150318026
chevrolet,model a,0.06849731668913786,0.503293731663796,hybrid,-0.06376251340900574,manual,coupe,black,first owner,11772.77,-0.06849731668915093
toyota,model e,-1.5177563329543584,-0.9091493495120361,diesel,0.19596259212666023,automatic,hatchback,white,first owner,8372.66,1.5177563329543455
toyota,model a,1.3663412118519984,1.179804728162152,petrol,-1.5355381114444449,automatic,coupe,black,second owner,15862.4,-1.3663412118520115
hyundai,model a,-1.6619612101946761,0.3179485798113482,diesel,1.7543132253406544,cvt,truck,white,first owner,5348.51,1.6619612101946633
kia,model e,-1.0851417012334048,0.5118897598694833,diesel,0.9751379087336569,manual,coupe,white,third owner,8950.07,1.085141701233392
nissan,model b,-1.0851417012334048,-0.16906828034693286,electric,1.7543132253406544,cvt,hatchback,red,first owner,15221.09,1.085141701233392
hyundai,model b,-0.6525270695124513,1.0803483241512735,electric,-0.236912583766116,manual,truck,white,first owner,12841.76,0.6525270695124383
nissan,model e,1.2221363346116805,1.6433345209623138,diesel,0.9751379087336569,cvt,truck,gray,third owner,16719.16,-1.2221363346116938
chevrolet,model e,-0.7967319467527691,-1.1878228075976602,petrol,-1.0160879003731134,automatic,sedan,white,second owner,10427.22,0.7967319467527562
mercedes,model d,-0.7967319467527691,0.7353507261097012,hybrid,1.5811631549835439,manual,truck,gray,first owner,15170.89,0.7967319467527562
ford,model e,0.2127021939294557,1.0394545977358678,electric,-0.8429378300160029,manual,coupe,blue,first owner,14757.47,-0.2127021939294688
chevrolet,model a,1.2221363346116805,0.3266161422323395,electric,1.2348630142693233,cvt,sedan,blue,third owner,18880.11,-1.2221363346116938
honda,model d,1.654750966332634,-0.4670559765646145,hybrid,-1.4489630762658894,manual,hatchback,red,third owner,20635.79,-1.6547509663326474
hyundai,model b,-0.7967319467527691,1.6606458010658616,diesel,0.36911266248377045,manual,coupe,gray,first owner,7414.69,0.7967319467527562
bmw,model c,-0.940936823993087,-1.2937769028319779,hybrid,-0.9295128651945581,cvt,coupe,gray,first owner,14726.66,0.9409368239930741
nissan,model c,0.6453168256504092,0.8627650859351939,diesel,-0.236912583766116,manual,suv,gray,third owner,14984.55,-0.6453168256504224
honda,model c,-0.6525270695124513,0.8048700610158908,petrol,1.4945881198049888,automatic,sedan,white,third owner,9849.2,0.6525270695124383
mercedes,model d,0.9337265801310449,-1.271684752672285,petrol,0.36911266248377045,manual,suv,white,first owner,21792.24,-0.933726580131058
chevrolet,model d,-0.6525270695124513,0.473285128343803,diesel,0.4556876976623258,cvt,coupe,blue,third owner,8700.86,0.6525270695124383
chevrolet,model b,0.5011119484100913,-0.9679027850149862,electric,-1.3623880410873344,cvt,suv,black,second owner,17735.95,-0.5011119484101045
honda,model d,-0.07570756055117998,-0.2606797654128153,hybrid,-1.5355381114444449,manual,coupe,blue,second owner,12173.57,0.07570756055116692
toyota,model e,0.2127021939294557,-0.9885761732378181,hybrid,0.022812521769549583,cvt,coupe,gray,first owner,14590.08,-0.2127021939294688
toyota,model d,1.3663412118519984,-1.6617489063553246,petrol,0.5422627328408811,manual,suv,white,second owner,17999.24,-1.3663412118520115
volkswagen,model b,-1.2293465784737228,1.2828259205690091,electric,1.0617129439122126,cvt,sedan,gray,second owner,9788.34,1.2293465784737099
honda,model e,0.6453168256504092,1.6518709373219145,electric,-1.5355381114444449,automatic,coupe,gray,third owner,17833.35,-0.6453168256504224
kia,model b,-1.3735514557140405,-1.474984992566016,diesel,-0.4100626541232266,automatic,suv,black,third owner,8478.31,1.3735514557140276
kia,model c,1.0779314573713628,-1.4139782292809924,diesel,0.19596259212666023,manual,suv,red,first owner,16586.72,-1.0779314573713759
honda,model c,-0.6525270695124513,-0.6153702496280682,diesel,0.888562873555102,cvt,truck,gray,third owner,13235.2,0.6525270695124383
toyota,model b,-1.0851417012334048,-0.11502418068482392,diesel,-0.9295128651945581,manual,hatchback,white,third owner,9044.91,1.085141701233392
volkswagen,model e,1.2221363346116805,0.020723915223575022,electric,-1.3623880410873344,automatic,coupe,red,first owner,19033.16,-1.2221363346116938
mercedes,model d,-0.6525270695124513,0.8078029638433514,diesel,1.4945881198049888,cvt,hatchback,blue,second owner,14186.67,0.6525270695124383
chevrolet,model c,1.2221363346116805,0.8986156501716734,petrol,0.1093875569481049,cvt,suv,gray,third owner,14420.18,-1.2221363346116938
kia,model d,-1.5177563329543584,0.8635638846727544,hybrid,-0.06376251340900574,automatic,sedan,gray,first owner,6639.9,1.5177563329543455
ford,model a,1.654750966332634,-0.21308566749727617,diesel,1.5811631549835439,cvt,truck,red,second owner,21939.4,-1.6547509663326474
toyota,model d,0.5011119484100913,-0.9281893731520952,hybrid,0.4556876976623258,cvt,sedan,red,third owner,15596.55,-0.5011119484101045
kia,model c,-0.6525270695124513,1.7154290876194445,electric,-0.6697877596588921,automatic,suv,black,second owner,12052.26,0.6525270695124383
honda,model a,-1.3735514557140405,-1.259667004501227,petrol,1.2348630142693233,cvt,hatchback,gray,second owner,9554.2,1.3735514557140276
ford,model e,0.2127021939294557,-0.45853148257423115,electric,-0.7563627948374475,automatic,sedan,white,first owner,17420.48,-0.2127021939294688
honda,model e,0.9337265801310449,-0.5503933373936772,electric,-0.4966376893017819,automatic,truck,blue,third owner,21198.09,-0.933726580131058
volkswagen,model b,-0.940936823993087,-1.6981359772065836,diesel,-0.9295128651945581,cvt,truck,white,first owner,10728.58,0.9409368239930741
mercedes,model a,0.9337265801310449,-0.8907531338097122,electric,1.4080130846264332,manual,coupe,red,first owner,24112.39,-0.933726580131058
mercedes,model e,-1.0851417012334048,1.084843057346203,diesel,1.4945881198049888,manual,coupe,white,second owner,12089.8,1.085141701233392
toyota,model e,-1.3735514557140405,1.0015176188863573,petrol,1.5811631549835439,cvt,truck,black,second owner,6760.86,1.3735514557140276
hyundai,model a,-1.0851417012334048,-1.4406724139585705,petrol,1.4945881198049888,cvt,sedan,gray,second owner,10392.44,1.085141701233392
toyota,model a,0.2127021939294557,-0.25505240714224053,petrol,1.6677381901620996,automatic,coupe,red,third owner,16974.42,-0.2127021939294688
honda,model d,0.5011119484100913,0.4019059038397116,petrol,-1.6221131466229999,cvt,suv,blue,first owner,12865.95,-0.5011119484101045
honda,model c,-0.6525270695124513,-0.021099755990781514,hybrid,-0.7563627948374475,cvt,sedan,white,first owner,10715.6,0.6525270695124383
nissan,model a,-0.6525270695124513,1.371504502807431,diesel,0.36911266248377045,automatic,suv,gray,second owner,10269.9,0.6525270695124383
mercedes,model c,1.2221363346116805,1.0185666068671242,diesel,0.9751379087336569,manual,hatchback,black,third owner,19971.22,-1.2221363346116938
toyota,model e,-0.7967319467527691,-0.412391913703205,electric,-0.6697877596588921,cvt,hatchback,blue,third owner,14323.54,0.7967319467527562
kia,model e,-0.7967319467527691,-0.9083505507744757,electric,0.022812521769549583,automatic,suv,blue,first owner,13864.72,0.7967319467527562
hyundai,model d,-0.940936823993087,1.1560553686812518,diesel,-0.6697877596588921,manual,sedan,red,third owner,8626.96,0.9409368239930741
bmw,model e,-0.7967319467527691,0.8627531635659766,diesel,-1.1026629355516686,manual,coupe,black,first owner,11898.95,0.7967319467527562
hyundai,model e,0.7895217028907271,-1.5076642065906884,diesel,1.0617129439122126,manual,sedan,black,third owner,16976.47,-0.7895217028907402
mercedes,model b,0.2127021939294557,1.7099924872563468,electric,1.4945881198049888,manual,truck,black,third owner,18924.88,-0.2127021939294688
bmw,model b,-1.3735514557140405,-0.9455841098401642,electric,1.5811631549835439,automatic,truck,blue,third owner,15957.9,1.3735514557140276
bmw,model a,1.0779314573713628,1.673235822959351,electric,0.7154128031979914,cvt,coupe,red,first owner,23167.64,-1.0779314573713759
mercedes,model a,-0.36411731503181566,-1.4417454271881294,petrol,1.0617129439122126,manual,hatchback,gray,first owner,17317.31,0.3641173150318026
nissan,model a,-0.940936823993087,-0.0164261872575923,hybrid,0.7154128031979914,manual,suv,black,first owner,8660.0,0.9409368239930741
nissan,model b,0.35690707116977355,-1.3293174854688072,hybrid,0.6288377680194365,automatic,suv,white,third owner,13984.36,-0.35690707116978665
mercedes,model c,-0.7967319467527691,0.12545000642850884,electric,-1.5355381114444449,automatic,suv,black,third owner,18483.4,0.7967319467527562
mercedes,model e,-0.940936823993087,0.48521941993033973,diesel,-0.3234876189446713,manual,truck,red,first owner,12391.92,0.9409368239930741
mercedes,model a,-0.5083221922721335,-0.1630117167845346,hybrid,0.1093875569481049,automatic,truck,white,second owner,15652.07,0.5083221922721205
mercedes,model b,0.9337265801310449,0.8752120393980753,diesel,0.28253762730521514,manual,sedan,red,third owner,19174.25,-0.933726580131058
ford,model b,-0.21991243779149783,-0.5628283684873414,petrol,-0.06376251340900574,manual,coupe,gray,third owner,14734.81,0.21991243779148478
ford,model b,-1.2293465784737228,1.000981112271578,electric,-1.4489630762658894,cvt,coupe,gray,third owner,9313.51,1.2293465784737099
toyota,model b,1.5105460890923161,0.11009399487660142,hybrid,-0.15033754858756104,cvt,truck,white,third owner,17047.85,-1.5105460890923295
kia,model d,-0.940936823993087,1.6525028228904324,hybrid,-1.275813005908779,manual,coupe,red,second owner,8645.78,0.9409368239930741
mercedes,model c,0.35690707116977355,-1.325096966765876,petrol,0.36911266248377045,automatic,hatchback,red,first owner,20237.67,-0.35690707116978665
bmw,model c,1.654750966332634,0.38418926318277496,diesel,0.022812521769549583,cvt,coupe,red,first owner,23373.04,-1.6547509663326474
hyundai,model e,-0.5083221922721335,1.0367959094004056,hybrid,-1.7086881818015554,cvt,truck,black,first owner,7861.48,0.5083221922721205
mercedes,model b,1.5105460890923161,1.4847670103719655,electric,-0.236912583766116,manual,suv,gray,first owner,22998.62,-1.5105460890923295
mercedes,model a,-1.5177563329543584,0.909500773267086,diesel,-0.15033754858756104,cvt,coupe,red,second owner,11163.06,1.5177563329543455
hyundai,model a,-1.3735514557140405,-1.7544453270199831,electric,0.1093875569481049,automatic,coupe,gray,first owner,13777.93,1.3735514557140276
toyota,model b,1.0779314573713628,-0.0015113033667257005,petrol,0.28253762730521514,automatic,truck,gray,first owner,14816.35,-1.0779314573713759
bmw,model c,-1.5177563329543584,0.7145700365639135,diesel,0.1093875569481049,cvt,suv,black,third owner,9943.05,1.5177563329543455
toyota,model b,1.2221363346116805,-0.8205065343812662,hybrid,0.9751379087336569,cvt,truck,white,first owner,16834.0,-1.2221363346116938
bmw,model a,0.7895217028907271,-0.6947255391385462,diesel,1.2348630142693233,automatic,hatchback,white,second owner,22575.99,-0.7895217028907402
bmw,model d,-1.2293465784737228,-0.6263269069387847,diesel,-1.6221131466229999,manual,hatchback,black,third owner,15628.06,1.2293465784737099
chevrolet,model e,-0.07570756055117998,1.7054262198461134,diesel,-0.4966376893017819,manual,hatchback,black,first owner,10096.8,0.07570756055116692
ford,model c,-1.5177563329543584,-1.4765110558258328,hybrid,-0.4100626541232266,manual,sedan,blue,first owner,7182.81,1.5177563329543455
ford,model d,1.5105460890923161,0.38018334712575563,petrol,1.4080130846264332,automatic,suv,blue,first owner,17066.47,-1.5105460890923295
honda,model a,0.6453168256504092,1.2359590871757264,petrol,-1.1892379707302236,cvt,sedan,black,third owner,13324.29,-0.6453168256504224
honda,model c,1.3663412118519984,-0.8933998997759571,hybrid,-0.9295128651945581,cvt,truck,gray,first owner,19077.6,-1.3663412118520115
mercedes,model a,0.9337265801310449,1.3026170534697594,diesel,-1.4489630762658894,manual,hatchback,black,first owner,20316.76,-0.933726580131058
toyota,model a,-0.07570756055117998,0.28969256476630123,electric,0.7154128031979914,automatic,coupe,white,first owner,12824.71,0.07570756055116692
volkswagen,model e,0.7895217028907271,-1.3999813678198594,petrol,-1.5355381114444449,automatic,suv,white,third owner,16470.68,-0.7895217028907402
bmw,model e,-1.0851417012334048,0.2680176975292145,petrol,0.28253762730521514,cvt,suv,blue,third owner,13284.72,1.085141701233392
bmw,model a,0.06849731668913786,1.1143151540514165,diesel,-0.15033754858756104,manual,hatchback,gray,first owner,15943.66,-0.06849731668915093
mercedes,model c,0.6453168256504092,-1.6601632312494212,hybrid,0.28253762730521514,cvt,coupe,black,second owner,20339.7,-0.6453168256504224
chevrolet,model d,-1.0851417012334048,-1.7473753620741128,petrol,-1.0160879003731134,manual,sedan,white,second owner,10057.71,1.085141701233392
mercedes,model e,-1.6619612101946761,-1.3792483677509408,petrol,-1.5355381114444449,manual,sedan,white,second owner,11912.02,1.6619612101946633
volkswagen,model c,-1.0851417012334048,-0.9266871546307129,hybrid,-1.6221131466229999,manual,truck,red,first owner,12381.88,1.085141701233392
toyota,model d,1.5105460890923161,1.5941905150485232,diesel,-0.9295128651945581,automatic,sedan,gray,second owner,15113.49,-1.5105460890923295
nissan,model a,0.06849731668913786,0.6042881213037088,diesel,-1.3623880410873344,cvt,truck,black,third owner,12817.59,-0.06849731668915093
bmw,model e,-0.36411731503181566,0.20106167200474862,electric,0.1093875569481049,manual,coupe,gray,first owner,17144.08,0.3641173150318026
nissan,model c,-0.940936823993087,1.6777663232619324,petrol,0.28253762730521514,manual,truck,white,third owner,9971.69,0.9409368239930741
bmw,model b,-1.3735514557140405,1.492063500332965,electric,-0.8429378300160029,manual,sedan,black,first owner,13826.02,1.3735514557140276
hyundai,model a,-0.7967319467527691,0.8454418834624288,diesel,-0.9295128651945581,automatic,truck,black,first owner,9194.52,0.7967319467527562
ford,model a,-0.36411731503181566,0.7533415812586363,petrol,0.36911266248377045,manual,sedan,white,third owner,9405.12,0.3641173150318026
nissan,model d,1.3663412118519984,1.2415506783386494,hybrid,1.4080130846264332,cvt,sedan,white,first owner,14843.24,-1.3663412118520115
chevrolet,model d,-0.36411731503181566,-0.6996852447329511,petrol,1.2348630142693233,cvt,sedan,black,second owner,11668.34,0.3641173150318026
toyota,model d,-1.6619612101946761,1.0009691899023607,diesel,1.7543132253406544,automatic,coupe,red,third owner,6854.26,1.6619612101946633
toyota,model d,-0.940936823993087,1.6166999481308222,diesel,0.1093875569481049,manual,suv,red,third owner,9655.25,0.9409368239930741
hyundai,model d,1.5105460890923161,1.1834648955118692,electric,-1.0160879003731134,automatic,hatchback,blue,second owner,19118.48,-1.5105460890923295
toyota,model c,0.5011119484100913,0.4008448129793702,diesel,0.28253762730521514,manual,sedan,red,third owner,13923.61,-0.5011119484101045
ford,model b,-0.7967319467527691,1.2334077001632202,hybrid,-0.4100626541232266,automatic,truck,white,first owner,10380.39,0.7967319467527562
ford,model e,-0.6525270695124513,0.972689330118879,hybrid,-0.6697877596588921,cvt,truck,black,second owner,10211.15,0.6525270695124383
volkswagen,model a,1.654750966332634,-0.368386448922079,petrol,1.2348630142693233,automatic,coupe,black,first owner,21660.2,-1.6547509663326474
toyota,model e,1.0779314573713628,0.21113607399338352,hybrid,0.28253762730521514,manual,truck,white,second owner,15657.67,-1.0779314573713759
bmw,model b,1.2221363346116805,0.5834001304349652,diesel,0.28253762730521514,cvt,suv,black,third owner,19429.19,-1.2221363346116938
kia,model d,1.0779314573713628,-1.3884047473098422,petrol,0.7154128031979914,manual,coupe,red,third owner,19323.0,-1.0779314573713759
nissan,model a,-0.21991243779149783,0.5955847917750656,hybrid,-1.1026629355516686,automatic,truck,gray,third owner,10335.22,0.21991243779148478
chevrolet,model a,1.2221363346116805,-0.4094709332449617,petrol,-0.15033754858756104,automatic,sedan,black,second owner,16815.6,-1.2221363346116938
nissan,model e,1.654750966332634,-0.12731614334788025,petrol,0.4556876976623258,cvt,sedan,black,third owner,19148.59,-1.6547509663326474
volkswagen,model a,0.35690707116977355,1.0482056167413802,petrol,0.4556876976623258,automatic,suv,blue,second owner,12692.43,-0.35690707116978665
chevrolet,model b,0.9337265801310449,-1.4304310988008933,hybrid,-0.15033754858756104,cvt,truck,white,third owner,17662.94,-0.933726580131058
toyota,model d,0.7895217028907271,1.532003437210985,petrol,-0.06376251340900574,cvt,suv,gray,third owner,15954.47,-0.7895217028907402
honda,model d,0.9337265801310449,0.01853019928758825,petrol,1.0617129439122126,automatic,truck,white,second owner,13809.22,-0.933726580131058
bmw,model d,-1.0851417012334048,0.8735429077076506,electric,-0.3234876189446713,automatic,truck,blue,second owner,15510.46,1.085141701233392
mercedes,model a,1.5105460890923161,1.246653452363662,electric,0.8019878383765466,automatic,hatchback,gray,third owner,22653.05,-1.5105460890923295
mercedes,model c,0.06849731668913786,1.0753886185568684,diesel,1.6677381901620996,automatic,coupe,red,second owner,15735.8,-0.06849731668915093
ford,model b,-0.6525270695124513,0.43481164287951324,petrol,-0.4966376893017819,cvt,hatchback,red,first owner,9682.24,0.6525270695124383
kia,model c,1.5105460890923161,-1.3486913354469512,diesel,-0.236912583766116,manual,truck,gray,first owner,21163.17,-1.5105460890923295
mercedes,model e,-0.6525270695124513,-0.7996543106201744,electric,1.4080130846264332,automatic,coupe,black,second owner,20375.56,0.6525270695124383
honda,model e,0.35690707116977355,-0.26972884364876076,hybrid,0.888562873555102,cvt,truck,red,third owner,15083.77,-0.35690707116978665
