Make,Model,Year,Mileage,Fuel Type,Engine Size,Transmission,Body Type,Color,Owner History,Price,Age
Hyundai,Model E,2023,53918,Electric,3.1,CVT,SUV,White,First Owner,23023.09,0
Mercedes,Model A,2001,291677,Electric,1.3,Automatic,Coupe,Black,Third Owner,13132.23,22
Volkswagen,Model E,2005,290712,Diesel,2.0,CVT,Sedan,White,Third Owner,7130.3,18
BMW,Model A,2003,155447,Hybrid,1.4,Manual,Sedan,White,First Owner,11132.43,20
Chevrolet,Model E,2015,16877,Hybrid,4.4,Manual,Coupe,Gray,First Owner,17080.01,8
Kia,Model B,2018,97808,Electric,1.3,Automatic,Hatchback,Gray,Second Owner,21592.8,5
Kia,Model B,2001,265191,Diesel,4.6,CVT,Truck,Gray,Second Owner,4362.09,22
Toyota,Model C,2008,259670,Diesel,3.5,Manual,SUV,Black,Second Owner,10090.47,15
Ford,Model A,2000,85543,Petrol,4.2,Manual,Truck,Blue,First Owner,7776.07,23
Hyundai,Model D,2004,262765,Electric,4.5,CVT,SUV,Black,Third Owner,12299.0,19
Honda,Model E,2015,165972,Hybrid,3.7,Manual,Truck,Gray,First Owner,11584.85,8
Nissan,Model B,2000,190331,Diesel,2.3,Manual,Coupe,White,First Owner,4864.46,23
Volkswagen,Model C,2014,123416,Diesel,3.0,CVT,Truck,Gray,Second Owner,13691.87,9
Kia,Model B,2020,179271,Petrol,3.2,Automatic,Sedan,Blue,Third Owner,15578.57,3
Ford,Model E,2001,122269,Petrol,1.2,CVT,Sedan,Black,First Owner,10803.29,22
Mercedes,Model E,2010,131625,Hybrid,4.7,Manual,Truck,Blue,First Owner,20128.12,13
Toyota,Model D,2000,164054,Electric,1.9,Manual,Hatchback,Gray,Second Owner,10113.65,23
Mercedes,Model D,2008,71288,Hybrid,1.1,Manual,Coupe,Gray,Third Owner,16324.58,15
Chevrolet,Model D,2016,32382,Diesel,2.0,CVT,Coupe,Gray,Second Owner,14572.74,7
Toyota,Model C,2021,222422,Electric,3.9,Automatic,SUV,Black,Third Owner,19965.96,2
Honda,Model C,2008,117122,Diesel,2.7,Manual,Truck,Blue,Second Owner,14268.38,15
Hyundai,Model B,2012,230339,Hybrid,2.2,Manual,Coupe,Gray,Third Owner,11666.21,11
Honda,Model B,2002,75843,Hybrid,2.2,Manual,SUV,Blue,First Owner,11352.07,21
Toyota,Model C,2011,163627,Hybrid,2.9,Automatic,Sedan,White,First Owner,9374.85,12
Ford,Model B,2002,86167,Diesel,2.5,Automatic,Coupe,Black,First Owner,9742.61,21
Kia,Model B,2020,36918,Diesel,3.9,CVT,Truck,Blue,Third Owner,17619.68,3
BMW,Model C,2013,293139,Diesel,3.7,CVT,SUV,Blue,Third Owner,17634.7,10
Toyota,Model D,2023,127812,Petrol,4.0,Manual,SUV,Blue,Second Owner,20140.41,0
Mercedes,Model C,2007,104449,Petrol,1.5,Manual,Coupe,Red,Third Owner,15091.92,16
Mercedes,Model D,2004,226027,Petrol,3.6,Automatic,Hatchback,Blue,Third Owner,13726.71,19
Kia,Model D,2009,156176,Petrol,3.5,Automatic,Truck,Gray,First Owner,11546.22,14
Nissan,Model A,2014,297596,Hybrid,4.1,Automatic,Coupe,Black,First Owner,10890.98,9
BMW,Model D,2020,232430,Petrol,3.7,Automatic,Hatchback,Red,Second Owner,20977.89,3
Ford,Model B,2010,165247,Hybrid,3.2,CVT,Coupe,Red,First Owner,10380.65,13
Volkswagen,Model B,2004,209599,Electric,4.0,Automatic,Truck,White,Third Owner,9715.09,19
Toyota,Model A,2003,250491,Petrol,4.6,Manual,SUV,Blue,Second Owner,6713.54,20
Chevrolet,Model B,2008,110955,Petrol,3.3,CVT,Sedan,Blue,Third Owner,12369.25,15
Mercedes,Model D,2004,138154,Electric,3.8,Automatic,Sedan,Black,First Owner,17882.95,19
Toyota,Model D,2000,44356,Diesel,1.9,Automatic,Truck,Blue,Second Owner,9875.82,23
Mercedes,Model A,2002,24409,Diesel,3.6,Automatic,Coupe,Black,Third Owner,13217.07,21
Toyota,Model E,2004,133857,Petrol,3.1,Manual,SUV,Red,First Owner,9210.41,19
Hyundai,Model A,2003,37888,Electric,1.9,Automatic,Sedan,Blue,Third Owner,14971.94,20
Mercedes,Model C,2009,162799,Diesel,2.2,CVT,Truck,Black,Second Owner,14360.65,14
Kia,Model D,2013,42438,Diesel,2.6,Automatic,Sedan,Black,Second Owner,16354.41,10
Toyota,Model B,2017,35640,Hybrid,3.2,Manual,Sedan,Red,Third Owner,15707.68,6
Chevrolet,Model B,2005,171572,Diesel,4.1,CVT,Hatchback,Black,Second Owner,7210.27,18
BMW,Model C,2018,220667,Electric,2.6,Automatic,Sedan,Blue,Second Owner,23957.78,5
Toyota,Model D,2021,208246,Diesel,1.7,Automatic,SUV,Gray,Third Owner,17500.4,2
Mercedes,Model E,2020,109735,Diesel,3.8,Automatic,Hatchback,Gray,First Owner,21597.86,3
Nissan,Model E,2021,169674,Electric,4.3,Manual,Sedan,Blue,First Owner,18414.41,2
Kia,Model C,2009,155683,Electric,1.1,Manual,Hatchback,Gray,Third Owner,12119.43,14
Hyundai,Model C,2008,172593,Electric,3.9,Manual,Truck,White,Second Owner,11818.89,15
Mercedes,Model C,2008,190681,Hybrid,3.6,Manual,Sedan,Gray,First Owner,14091.51,15
Chevrolet,Model B,2006,258077,Hybrid,2.8,Automatic,Sedan,Gray,Third Owner,7940.04,17
Hyundai,Model C,2013,280471,Electric,1.4,Automatic,Truck,Black,Third Owner,14559.93,10
Nissan,Model B,2006,99597,Electric,2.3,Automatic,Hatchback,Blue,First Owner,13119.83,17
Mercedes,Model C,2002,164047,Hybrid,3.4,CVT,SUV,White,First Owner,12918.58,21
Mercedes,Model D,2000,169157,Diesel,2.9,CVT,Coupe,Black,Second Owner,10924.7,23
Mercedes,Model D,2022,145555,Hybrid,1.5,Manual,Coupe,White,Third Owner,23077.61,1
Volkswagen,Model E,2004,206019,Hybrid,2.4,Manual,SUV,White,First Owner,5946.37,19
Ford,Model A,2000,276702,Electric,3.3,CVT,Sedan,White,First Owner,10454.54,23
Chevrolet,Model D,2007,141517,Diesel,2.6,Automatic,Hatchback,Blue,Second Owner,13378.68,16
Toyota,Model C,2022,124954,Hybrid,2.1,Manual,Sedan,White,Second Owner,19400.03,1
Chevrolet,Model B,2002,193786,Hybrid,1.6,Manual,Hatchback,Gray,Second Owner,7200.1,21
Mercedes,Model E,2018,222946,Petrol,1.3,CVT,Coupe,Gray,Third Owner,20361.27,5
Chevrolet,Model C,2016,155613,Petrol,1.4,CVT,Coupe,Gray,Second Owner,14381.97,7
Nissan,Model B,2008,164863,Hybrid,2.7,Manual,Truck,Black,Second Owner,11034.77,15
Chevrolet,Model B,2010,169930,Hybrid,4.9,Automatic,Truck,Blue,Second Owner,9389.27,13
Hyundai,Model C,2019,266435,Petrol,4.3,CVT,Hatchback,Black,First Owner,16607.04,4
BMW,Model B,2018,9002,Diesel,3.5,CVT,Truck,Black,Second Owner,24189.74,5
Honda,Model A,2020,160771,Electric,4.3,Manual,Hatchback,Gray,Second Owner,19250.0,3
BMW,Model C,2022,104275,Electric,1.6,Manual,Sedan,Black,First Owner,27513.03,1
Chevrolet,Model A,2004,285090,Electric,3.5,Automatic,Truck,Gray,Second Owner,10892.58,19
Ford,Model A,2019,81671,Petrol,3.7,Automatic,Sedan,White,Third Owner,19698.89,4
BMW,Model B,2023,125144,Electric,4.7,Automatic,Coupe,Gray,Third Owner,26762.48,0
Honda,Model E,2015,238218,Petrol,2.3,CVT,Hatchback,Black,Third Owner,11458.16,8
Nissan,Model D,2001,46926,Petrol,3.0,Manual,Sedan,White,Second Owner,8422.09,22
Volkswagen,Model C,2001,107097,Diesel,2.5,CVT,SUV,Red,Third Owner,7459.13,22
Volkswagen,Model E,2010,72590,Hybrid,1.4,Automatic,Sedan,Blue,First Owner,15462.05,13
Chevrolet,Model B,2023,16904,Electric,1.8,Automatic,Truck,Gray,Second Owner,21826.1,0
Mercedes,Model C,2022,51241,Hybrid,1.4,Automatic,Sedan,Gray,First Owner,23204.42,1
Toyota,Model A,2006,72315,Hybrid,3.6,CVT,Sedan,Red,Second Owner,12114.57,17
Chevrolet,Model C,2015,206243,Electric,1.0,CVT,Sedan,Gray,Third Owner,15942.31,8
Toyota,Model E,2009,245689,Electric,1.5,Automatic,Hatchback,Red,First Owner,13812.38,14
BMW,Model E,2006,214200,Diesel,4.4,CVT,Truck,Blue,Second Owner,14584.34,17
Toyota,Model D,2009,159250,Electric,2.9,Manual,Truck,White,Second Owner,14990.95,14
Kia,Model A,2008,23411,Diesel,1.2,Manual,Coupe,Blue,First Owner,11403.39,15
Chevrolet,Model D,2017,41283,Petrol,2.5,CVT,Truck,Black,Second Owner,17297.45,6
Mercedes,Model A,2022,102099,Diesel,2.8,Manual,Truck,Blue,Second Owner,23657.22,1
Kia,Model A,2009,236705,Diesel,4.5,Automatic,Hatchback,Blue,Third Owner,8000.63,14
Toyota,Model D,2003,129098,Diesel,4.9,Manual,SUV,White,First Owner,10529.04,20
Kia,Model D,2011,187079,Electric,3.3,CVT,Coupe,White,Second Owner,12657.76,12
Ford,Model B,2017,264279,Hybrid,1.8,Automatic,Sedan,White,Second Owner,15738.79,6
Ford,Model E,2022,235304,Electric,4.2,Manual,Sedan,Red,Second Owner,20893.93,1
Toyota,Model E,2011,175677,Diesel,4.0,CVT,Coupe,Black,Third Owner,9627.69,12
Hyundai,Model D,2006,247771,Hybrid,4.8,Manual,Sedan,White,Third Owner,8486.39,17
Hyundai,Model B,2023,44284,Electric,1.9,Manual,Sedan,Black,Third Owner,22435.88,0
Hyundai,Model A,2017,55279,Electric,5.0,CVT,Sedan,Black,Second Owner,20419.12,6
Ford,Model B,2009,29881,Petrol,2.1,Automatic,Coupe,Red,Third Owner,14960.81,14
Mercedes,Model D,2006,82482,Petrol,2.7,Automatic,Truck,Blue,Second Owner,15751.85,17
Ford,Model A,2020,67363,Electric,2.9,Manual,Sedan,Gray,Third Owner,21228.86,3
Honda,Model B,2004,194708,Electric,2.4,Automatic,Sedan,Blue,Third Owner,11911.77,19
Nissan,Model B,2014,181071,Hybrid,2.9,Automatic,Hatchback,White,First Owner,14270.68,9
Nissan,Model E,2015,56465,Diesel,4.4,Automatic,Sedan,Gray,Third Owner,15910.07,8
Volkswagen,Model B,2006,254787,Hybrid,4.1,CVT,Truck,White,First Owner,7956.65,17
BMW,Model A,2023,197176,Electric,2.0,CVT,SUV,Red,Third Owner,23851.88,0
Hyundai,Model D,2022,38990,Diesel,4.8,Manual,Truck,White,Third Owner,19516.45,1
Mercedes,Model E,2012,34295,Hybrid,5.0,CVT,SUV,White,First Owner,17997.4,11
Chevrolet,Model D,2015,185287,Hybrid,1.4,Automatic,Truck,Red,First Owner,14749.55,8
Ford,Model C,2017,72212,Petrol,2.6,CVT,Coupe,Gray,Third Owner,16013.58,6
Nissan,Model B,2020,241255,Diesel,5.0,Manual,SUV,Black,Second Owner,14196.65,3
Nissan,Model A,2016,288675,Electric,1.3,Automatic,Coupe,Blue,Second Owner,15344.75,7
Honda,Model A,2008,248335,Petrol,3.3,Manual,Coupe,Red,Third Owner,9574.65,15
Mercedes,Model D,2005,232483,Diesel,4.9,Automatic,Truck,Red,Second Owner,13876.71,18
Hyundai,Model D,2009,63908,Electric,4.8,CVT,Coupe,White,First Owner,16222.12,14
Volkswagen,Model A,2010,68806,Diesel,3.3,Automatic,SUV,Black,Second Owner,12159.97,13
Honda,Model D,2020,236134,Hybrid,1.0,Automatic,Coupe,White,Third Owner,13939.68,3
Volkswagen,Model C,2000,24886,Hybrid,3.6,Manual,SUV,Gray,Second Owner,8880.69,23
Kia,Model D,2001,251426,Diesel,2.0,Manual,Hatchback,Gray,Third Owner,6983.8,22
Volkswagen,Model B,2011,256005,Electric,1.6,CVT,Coupe,Gray,Third Owner,12048.6,12
Chevrolet,Model D,2010,236383,Electric,4.1,CVT,SUV,Black,Third Owner,12219.05,13
BMW,Model C,2022,113141,Electric,3.5,Automatic,Coupe,Blue,First Owner,27213.43,1
Volkswagen,Model A,2020,285458,Electric,3.1,Automatic,Sedan,White,Third Owner,16636.57,3
Mercedes,Model A,2014,86851,Petrol,3.8,Manual,Hatchback,Black,First Owner,19770.07,9
Nissan,Model E,2005,151652,Diesel,4.0,Manual,Hatchback,White,First Owner,8124.3,18
Mercedes,Model E,2009,104810,Hybrid,3.3,Automatic,Sedan,Red,First Owner,19452.62,14
Kia,Model C,2012,275624,Electric,2.2,CVT,Coupe,Blue,Second Owner,14749.73,11
Ford,Model D,2004,271245,Electric,1.5,Manual,Coupe,White,First Owner,12377.98,19
Mercedes,Model E,2011,282344,Diesel,4.2,Automatic,Sedan,Blue,Third Owner,14650.99,12
Honda,Model C,2015,262118,Electric,4.4,CVT,Sedan,White,First Owner,17717.73,8
Volkswagen,Model C,2018,282243,Diesel,2.7,Manual,SUV,Blue,Second Owner,13455.84,5
Toyota,Model A,2023,70313,Hybrid,3.0,Automatic,Coupe,Blue,Third Owner,20049.46,0
Kia,Model C,2013,34316,Diesel,4.1,Automatic,SUV,Gray,First Owner,13710.16,10
Chevrolet,Model E,2011,193393,Hybrid,1.7,Automatic,Sedan,Red,Third Owner,12143.78,12
Hyundai,Model E,2005,124392,Hybrid,1.5,Manual,Truck,Black,Second Owner,10001.08,18
Honda,Model D,2019,146321,Electric,3.8,Manual,Truck,Black,First Owner,21557.89,4
BMW,Model E,2008,168864,Diesel,3.5,CVT,Coupe,Black,Second Owner,14212.32,15
Ford,Model E,2019,267882,Petrol,4.0,Automatic,Truck,Red,Third Owner,15052.24,4
Mercedes,Model C,2008,136996,Diesel,3.1,Manual,Coupe,White,Second Owner,17046.43,15
Volkswagen,Model E,2010,281742,Diesel,4.5,CVT,SUV,Black,Third Owner,8864.21,13
Honda,Model D,2022,162176,Petrol,2.3,Automatic,SUV,Black,Second Owner,16943.69,1
Toyota,Model D,2010,46218,Petrol,3.6,CVT,Coupe,Red,Second Owner,12532.63,13
Volkswagen,Model C,2000,106001,Electric,1.1,CVT,Coupe,White,Third Owner,11821.99,23
BMW,Model E,2000,86674,Electric,1.9,Automatic,Sedan,Black,First Owner,15735.63,23
Ford,Model C,2023,167820,Hybrid,1.6,Automatic,Coupe,Black,First Owner,17698.84,0
Mercedes,Model E,2001,44599,Petrol,3.5,Automatic,Truck,Red,First Owner,12714.63,22
Hyundai,Model E,2019,280835,Diesel,2.4,Manual,Sedan,Red,Second Owner,15937.02,4
Hyundai,Model C,2010,231925,Diesel,4.6,Automatic,Coupe,Black,Third Owner,9701.07,13
Hyundai,Model E,2005,256747,Petrol,3.6,Automatic,Truck,Gray,First Owner,8064.12,18
Honda,Model C,2014,11730,Diesel,1.9,CVT,Truck,Gray,Third Owner,14270.59,9
Hyundai,Model B,2000,219114,Petrol,1.3,CVT,Coupe,Blue,Third Owner,6251.12,23
Honda,Model D,2003,112264,Petrol,1.9,CVT,Hatchback,Gray,Third Owner,11783.92,20
BMW,Model A,2011,182925,Diesel,4.5,CVT,Hatchback,Blue,First Owner,16810.28,12
BMW,Model A,2022,183606,Diesel,4.5,Manual,Coupe,Black,Third Owner,23129.15,1
Hyundai,Model B,2019,60677,Hybrid,4.4,Automatic,Truck,Red,First Owner,19057.54,4
Kia,Model E,2007,77523,Hybrid,1.8,Automatic,Coupe,Red,First Owner,12010.13,16
Chevrolet,Model B,2008,192056,Hybrid,3.1,Automatic,Coupe,Gray,Third Owner,9558.67,15
Kia,Model A,2018,213212,Electric,1.6,CVT,Hatchback,Blue,Third Owner,15763.41,5
Toyota,Model D,2014,222591,Diesel,3.2,CVT,Coupe,Red,Second Owner,12137.45,9
Chevrolet,Model A,2014,174641,Electric,4.4,Automatic,Truck,Red,Third Owner,14075.36,9
Volkswagen,Model D,2016,232345,Electric,4.6,Automatic,Truck,Blue,First Owner,16708.1,7
BMW,Model B,2011,249016,Hybrid,4.7,Automatic,SUV,Gray,First Owner,15565.73,12
Chevrolet,Model B,2005,263462,Petrol,1.4,CVT,Truck,Gray,First Owner,6748.88,18
Volkswagen,Model D,2001,31044,Diesel,1.9,Manual,Sedan,White,Second Owner,9111.34,22
Kia,Model A,2018,105828,Petrol,2.1,Automatic,Coupe,Gray,First Owner,17236.25,5
Volkswagen,Model D,2005,208655,Diesel,2.9,Manual,Coupe,Blue,Third Owner,6675.47,18
Toyota,Model B,2003,179642,Petrol,4.8,Manual,SUV,White,First Owner,7155.07,20
Ford,Model B,2017,176006,Hybrid,1.4,Manual,Coupe,Black,Second Owner,12983.31,6
Kia,Model B,2023,120461,Diesel,2.2,Manual,Coupe,Red,Third Owner,21969.82,0
Kia,Model B,2023,253430,Petrol,2.2,Manual,Sedan,White,Third Owner,17274.16,0
Mercedes,Model A,2008,89727,Petrol,1.7,Automatic,SUV,Red,Second Owner,15572.63,15
Ford,Model B,2021,89147,Electric,4.4,Automatic,Truck,White,Second Owner,23157.08,2
Honda,Model D,2021,142738,Hybrid,3.1,Automatic,Truck,White,Second Owner,18576.64,2
Volkswagen,Model B,2022,207699,Petrol,4.1,CVT,Hatchback,White,First Owner,17154.9,1
Volkswagen,Model D,2016,211387,Hybrid,1.3,Automatic,Hatchback,Blue,Third Owner,14895.43,7
Ford,Model D,2016,206713,Diesel,2.6,Automatic,Coupe,Gray,Third Owner,14029.52,7
Hyundai,Model A,2009,227867,Hybrid,3.2,CVT,Hatchback,White,Third Owner,11382.65,14
Mercedes,Model D,2002,229688,Petrol,2.5,CVT,Sedan,Black,First Owner,11496.57,21
BMW,Model D,2015,6247,Electric,2.0,Automatic,Hatchback,Red,Second Owner,22494.38,8
Honda,Model C,2004,148085,Hybrid,1.4,CVT,Coupe,Gray,Second Owner,10167.82,19
Nissan,Model B,2002,264288,Petrol,3.2,CVT,Sedan,Gray,Second Owner,6665.24,21
Honda,Model C,2006,25958,Petrol,2.1,Manual,Hatchback,Red,Third Owner,10759.59,17
Honda,Model E,2004,51741,Diesel,3.6,Automatic,SUV,Black,First Owner,11939.82,19
Nissan,Model B,2014,5757,Electric,2.9,Manual,Truck,White,Third Owner,18589.34,9
Ford,Model B,2020,69015,Diesel,1.1,CVT,Coupe,Blue,Third Owner,19481.13,3
Honda,Model C,2011,263635,Hybrid,1.0,Automatic,SUV,Red,First Owner,9525.23,12
Chevrolet,Model E,2000,284160,Hybrid,1.4,Manual,Sedan,White,First Owner,5765.45,23
Honda,Model A,2016,168749,Diesel,2.1,CVT,Sedan,Red,First Owner,12887.78,7
Nissan,Model B,2007,15156,Hybrid,3.5,Manual,SUV,Blue,First Owner,12379.34,16
Ford,Model A,2007,205483,Hybrid,3.6,CVT,SUV,Red,Third Owner,9606.59,16
Volkswagen,Model B,2019,286705,Diesel,3.1,CVT,Truck,White,First Owner,15692.15,4
Mercedes,Model B,2011,253873,Petrol,2.7,Manual,Hatchback,Blue,Third Owner,17669.11,12
Volkswagen,Model D,2008,118812,Electric,4.7,Automatic,SUV,Gray,First Owner,14869.84,15
Chevrolet,Model B,2004,163345,Electric,2.7,CVT,Sedan,Red,First Owner,11791.44,19
Toyota,Model B,2006,179974,Hybrid,1.9,Automatic,Hatchback,Gray,Third Owner,8437.09,17
Chevrolet,Model E,2023,271854,Electric,2.6,Manual,Sedan,Gray,Third Owner,19510.24,0
Toyota,Model E,2018,256403,Diesel,3.1,CVT,Truck,Red,Third Owner,13865.24,5
Nissan,Model E,2023,88161,Electric,4.0,Manual,Truck,Black,Third Owner,21276.36,0
Hyundai,Model D,2010,22121,Hybrid,4.6,Automatic,SUV,Black,Second Owner,15356.26,13
BMW,Model E,2021,159743,Electric,2.5,Manual,Coupe,White,Third Owner,23805.23,2
Nissan,Model E,2005,78974,Diesel,1.6,Manual,SUV,Gray,Third Owner,9285.52,18
Honda,Model E,2013,238211,Petrol,4.4,Automatic,Coupe,Blue,Second Owner,12734.66,10
Nissan,Model D,2014,187638,Petrol,1.5,Manual,Sedan,Blue,First Owner,12629.72,9
Ford,Model E,2011,104027,Hybrid,1.0,Automatic,Truck,White,Second Owner,15606.64,12
Mercedes,Model B,2003,6949,Diesel,1.2,Automatic,SUV,Red,First Owner,16251.4,20
Chevrolet,Model C,2020,185801,Diesel,2.6,Automatic,Coupe,Blue,Second Owner,16968.31,3
BMW,Model D,2012,23203,Electric,2.8,Automatic,Truck,Black,First Owner,23680.11,11
Ford,Model B,2001,115034,Diesel,2.7,Automatic,Hatchback,Black,First Owner,7191.83,22
Volkswagen,Model B,2003,63861,Petrol,4.8,Automatic,Sedan,Black,Third Owner,11850.37,20
Kia,Model B,2014,264206,Petrol,4.9,Automatic,SUV,Red,Third Owner,11381.72,9
Toyota,Model E,2023,169625,Petrol,1.2,Automatic,Sedan,Gray,Second Owner,15904.65,0
Mercedes,Model C,2011,158727,Electric,1.2,Automatic,Sedan,Red,First Owner,19877.59,12
Ford,Model A,2020,155742,Petrol,1.7,CVT,Hatchback,Gray,Second Owner,16987.46,3
Kia,Model C,2012,158502,Petrol,1.5,Automatic,Truck,Blue,Third Owner,10668.63,11
Honda,Model E,2003,58059,Electric,2.7,CVT,SUV,Gray,Third Owner,11442.27,20
Kia,Model A,2002,251797,Diesel,1.2,Automatic,Truck,Black,Second Owner,7881.35,21
Kia,Model E,2012,132675,Electric,4.6,CVT,SUV,White,Third Owner,17447.3,11
Honda,Model E,2010,62223,Diesel,3.7,Manual,Truck,Gray,Second Owner,14199.94,13
Hyundai,Model C,2000,182665,Electric,2.9,Automatic,Coupe,White,Second Owner,9717.32,23
Kia,Model D,2014,206024,Hybrid,2.5,CVT,Coupe,Blue,Third Owner,14189.77,9
Kia,Model C,2015,224546,Electric,4.4,Automatic,SUV,Blue,Third Owner,17285.14,8
Nissan,Model C,2014,44350,Hybrid,2.0,Automatic,SUV,White,Third Owner,14581.5,9
Kia,Model C,2015,15827,Electric,1.9,CVT,Sedan,Red,Second Owner,18146.62,8
Volkswagen,Model B,2004,122397,Petrol,5.0,Manual,Truck,Gray,Third Owner,10768.65,19
Kia,Model D,2015,128472,Diesel,3.0,Manual,SUV,Black,First Owner,16201.13,8
Chevrolet,Model B,2018,190004,Electric,1.8,CVT,Sedan,White,Third Owner,15785.12,5
Kia,Model D,2008,183751,Petrol,3.9,Automatic,Coupe,Red,First Owner,10920.01,15
Volkswagen,Model C,2021,63749,Petrol,2.6,Manual,Truck,Red,Second Owner,19132.71,2
Mercedes,Model E,2017,224586,Hybrid,4.7,CVT,Sedan,Black,Third Owner,20939.25,6
Kia,Model B,2021,64964,Diesel,4.2,Automatic,Coupe,White,First Owner,19022.57,2
Volkswagen,Model A,2008,162768,Petrol,4.6,CVT,Sedan,White,Third Owner,9619.28,15
Ford,Model A,2008,252086,Diesel,2.7,CVT,Hatchback,Red,Third Owner,8338.86,15
Chevrolet,Model C,2020,219090,Hybrid,4.7,Manual,Coupe,Black,Second Owner,17019.0,3
Nissan,Model B,2015,31053,Hybrid,3.2,Automatic,Hatchback,Red,First Owner,17029.36,8
Ford,Model B,2014,189265,Electric,4.5,CVT,Sedan,Red,Third Owner,14010.43,9
Ford,Model E,2000,256923,Electric,1.0,Automatic,Coupe,Blue,Second Owner,9985.96,23
Hyundai,Model A,2003,17462,Diesel,1.5,CVT,Sedan,Black,Second Owner,9325.99,20
Hyundai,Model E,2001,172352,Electric,3.3,Automatic,Truck,Black,Third Owner,7571.75,22
Toyota,Model E,2002,128522,Diesel,4.6,CVT,Truck,White,First Owner,11040.42,21
Ford,Model D,2005,99007,Electric,3.8,Manual,Sedan,Black,Second Owner,15484.73,18
Toyota,Model E,2006,70309,Petrol,1.9,Automatic,Hatchback,Red,First Owner,11132.11,17
Kia,Model C,2019,12123,Petrol,3.7,Automatic,Hatchback,Red,Third Owner,18611.53,4
Hyundai,Model A,2016,240763,Diesel,1.6,CVT,Hatchback,White,Second Owner,14669.43,7
Kia,Model D,2009,104424,Petrol,2.1,Automatic,SUV,Gray,First Owner,14911.51,14
Ford,Model D,2015,222027,Petrol,1.0,Manual,Truck,Gray,Second Owner,12718.7,8
BMW,Model B,2020,262317,Diesel,2.0,CVT,Truck,Black,Third Owner,20392.32,3
BMW,Model A,2007,118873,Diesel,3.3,Automatic,Sedan,Gray,First Owner,18649.73,16
Nissan,Model D,2018,86112,Hybrid,1.3,Automatic,Sedan,White,Second Owner,17829.07,5
Hyundai,Model D,2017,198886,Hybrid,1.0,Manual,SUV,Gray,First Owner,12901.02,6
Volkswagen,Model A,2018,53482,Electric,1.2,Manual,Sedan,Black,First Owner,20388.33,5
Ford,Model E,2009,59415,Petrol,4.4,Manual,Hatchback,Gray,Second Owner,13897.08,14
Kia,Model E,2022,139389,Petrol,1.7,CVT,SUV,Gray,Third Owner,21174.34,1
Toyota,Model E,2012,185481,Diesel,1.4,Automatic,Coupe,Gray,Second Owner,11366.69,11
Chevrolet,Model D,2003,208443,Electric,5.0,Manual,Truck,Gray,First Owner,11342.26,20
Mercedes,Model E,2010,259436,Electric,3.4,CVT,Coupe,Black,Second Owner,20141.71,13
Kia,Model A,2013,290316,Electric,2.9,CVT,Coupe,Gray,First Owner,15263.08,10
Hyundai,Model A,2002,147770,Petrol,1.4,CVT,SUV,Red,First Owner,9714.54,21
Nissan,Model E,2007,27722,Petrol,4.4,Automatic,Sedan,Gray,Third Owner,12523.03,16
Nissan,Model E,2017,267689,Petrol,3.1,Automatic,Sedan,Gray,First Owner,15572.71,6
Volkswagen,Model A,2004,149918,Petrol,3.4,Manual,Sedan,Blue,Third Owner,8921.62,19
Toyota,Model B,2013,201604,Petrol,2.2,Automatic,Hatchback,Gray,Second Owner,13747.37,10
BMW,Model B,2012,28517,Diesel,3.3,CVT,Truck,Red,Second Owner,19837.84,11
Honda,Model D,2014,114049,Electric,2.2,CVT,Truck,White,Third Owner,18327.97,9
Honda,Model C,2007,132106,Petrol,2.4,Automatic,Hatchback,Red,First Owner,11049.71,16
BMW,Model C,2003,26735,Electric,2.7,Automatic,Sedan,Blue,Third Owner,19761.45,20
Kia,Model D,2003,267171,Petrol,4.7,Manual,Truck,Blue,First Owner,5340.82,20
Ford,Model D,2008,118800,Diesel,4.1,Automatic,Truck,Red,First Owner,11966.88,15
Chevrolet,Model C,2013,43411,Diesel,1.6,Manual,Hatchback,Black,Third Owner,13827.87,10
Chevrolet,Model E,2001,217624,Diesel,3.2,CVT,Coupe,Blue,Third Owner,4536.59,22
Hyundai,Model A,2002,46365,Hybrid,2.0,CVT,Sedan,White,Second Owner,7513.3,21
Toyota,Model D,2013,123742,Hybrid,2.8,CVT,Sedan,White,First Owner,14861.55,10
Nissan,Model E,2020,45675,Electric,2.4,CVT,SUV,Blue,Third Owner,21627.23,3
Chevrolet,Model E,2000,120678,Electric,2.6,Manual,Truck,Red,Third Owner,11468.65,23
Mercedes,Model C,2007,145675,Electric,3.3,CVT,Sedan,White,Second Owner,20879.03,16
Honda,Model C,2007,92267,Diesel,2.7,Automatic,Truck,Red,Third Owner,12281.38,16
Ford,Model B,2017,248328,Petrol,1.6,CVT,Sedan,Black,Second Owner,12716.36,6
Toyota,Model C,2006,158953,Electric,2.9,Automatic,Sedan,Black,First Owner,12745.99,17
Hyundai,Model C,2003,130125,Electric,3.6,Manual,Hatchback,White,Second Owner,12458.23,20
Chevrolet,Model B,2014,238052,Petrol,1.8,Manual,Hatchback,White,Second Owner,11385.21,9
Hyundai,Model E,2008,172713,Hybrid,1.8,CVT,Truck,Blue,First Owner,10123.29,15
Kia,Model B,2017,11027,Electric,1.6,CVT,Hatchback,Black,Third Owner,19792.57,6
Mercedes,Model B,2010,247821,Electric,4.7,Automatic,Truck,Black,First Owner,20331.79,13
Toyota,Model B,2007,294783,Diesel,2.0,CVT,SUV,Black,First Owner,7272.17,16
